Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
19/03/2020;Tanzanie;6;0;0;0.00;0.00;100.00
19/03/2020;Trinité-et-Tobago;9;0;0;0.00;0.00;100.00
19/03/2020;Turquie;192;3;0;1.56;0.00;98.44
19/03/2020;Tunisie;39;1;0;2.56;0.00;97.44
19/03/2020;Thaïlande;272;1;42;0.37;15.44;84.19
19/03/2020;Togo;1;0;0;0.00;0.00;100.00
19/03/2020;Tchad;1;0;0;0.00;0.00;100.00
19/03/2020;Eswatini;1;0;0;0.00;0.00;100.00
19/03/2020;El Salvador;1;0;0;0.00;0.00;100.00
19/03/2020;Suriname;1;0;0;0.00;0.00;100.00
19/03/2020;Somalie;1;0;0;0.00;0.00;100.00
19/03/2020;Saint-Marin;119;11;4;9.24;3.36;87.39
19/03/2020;Sénégal;31;0;2;0.00;6.45;93.55
19/03/2020;Slovaquie;123;1;0;0.81;0.00;99.19
19/03/2020;Slovénie;286;1;0;0.35;0.00;99.65
19/03/2020;Singapour;345;0;114;0.00;33.04;66.96
19/03/2020;Suède;1439;11;16;0.76;1.11;98.12
19/03/2020;Soudan;2;1;0;50.00;0.00;50.00
19/03/2020;Seychelles;6;0;0;0.00;0.00;100.00
19/03/2020;Rwanda;8;0;0;0.00;0.00;100.00
19/03/2020;Arabie Saoudite;274;0;6;0.00;2.19;97.81
19/03/2020;Fédération de Russie;199;1;9;0.50;4.52;94.97
19/03/2020;Roumanie;277;0;25;0.00;9.03;90.97
19/03/2020;Serbie;103;0;1;0.00;0.97;99.03
19/03/2020;Réunion;14;0;0;0.00;0.00;100.00
19/03/2020;Qatar;460;0;4;0.00;0.87;99.13
19/03/2020;Paraguay;11;0;0;0.00;0.00;100.00
19/03/2020;Portugal;785;3;3;0.38;0.38;99.24
19/03/2020;Porto Rico;0;0;0;0.00;0.00;0.00
19/03/2020;Pakistan;454;2;13;0.44;2.86;96.70
19/03/2020;Pologne;355;5;1;1.41;0.28;98.31
19/03/2020;Philippines;217;17;8;7.83;3.69;88.48
19/03/2020;Pérou;234;0;1;0.00;0.43;99.57
19/03/2020;Panama;109;1;0;0.92;0.00;99.08
19/03/2020;Oman;48;0;12;0.00;25.00;75.00
19/03/2020;Nouvelle-Zélande;28;0;0;0.00;0.00;100.00
19/03/2020;Népal;1;0;1;0.00;100.00;0.00
19/03/2020;Pays-Bas;2465;77;2;3.12;0.08;96.80
19/03/2020;Norvège;1746;7;1;0.40;0.06;99.54
19/03/2020;Nicaragua;1;0;0;0.00;0.00;100.00
19/03/2020;Nigéria;8;0;1;0.00;12.50;87.50
19/03/2020;Namibie;3;0;0;0.00;0.00;100.00
19/03/2020;Malaisie;900;2;75;0.22;8.33;91.44
19/03/2020;Mexique;118;1;4;0.85;3.39;95.76
19/03/2020;Maldives;13;0;0;0.00;0.00;100.00
19/03/2020;Malte;53;0;2;0.00;3.77;96.23
19/03/2020;Maurice;3;0;0;0.00;0.00;100.00
19/03/2020;Mauritanie;2;0;0;0.00;0.00;100.00
19/03/2020;Martinique;23;1;0;4.35;0.00;95.65
19/03/2020;Mongolie;6;0;0;0.00;0.00;100.00
19/03/2020;Macao;17;0;10;0.00;58.82;41.18
19/03/2020;Macédoine;48;0;1;0.00;2.08;97.92
19/03/2020;Saint Martin;4;0;0;0.00;0.00;100.00
19/03/2020;Montenegro;3;0;0;0.00;0.00;100.00
19/03/2020;Moldavie;49;1;1;2.04;2.04;95.92
19/03/2020;Monaco;7;0;0;0.00;0.00;100.00
19/03/2020;Maroc;63;2;1;3.17;1.59;95.24
19/03/2020;Lettonie;86;0;1;0.00;1.16;98.84
19/03/2020;Luxembourg;335;4;0;1.19;0.00;98.81
19/03/2020;Lituanie;36;0;1;0.00;2.78;97.22
19/03/2020;Libéria;2;0;0;0.00;0.00;100.00
19/03/2020;Liechtenstein;28;0;0;0.00;0.00;100.00
19/03/2020;Sri Lanka;60;0;3;0.00;5.00;95.00
19/03/2020;Sainte-Lucie;2;0;0;0.00;0.00;100.00
19/03/2020;Liban;157;4;4;2.55;2.55;94.90
19/03/2020;Koweït;148;0;18;0.00;12.16;87.84
19/03/2020;Kazakhstan;44;0;0;0.00;0.00;100.00
19/03/2020;Corée du Sud;8565;91;1540;1.06;17.98;80.96
19/03/2020;Cambodge;37;0;1;0.00;2.70;97.30
19/03/2020;Kirghizistan;3;0;0;0.00;0.00;100.00
19/03/2020;Kenya;7;0;0;0.00;0.00;100.00
19/03/2020;Japon;924;29;150;3.14;16.23;80.63
19/03/2020;Jordanie;69;0;1;0.00;1.45;98.55
19/03/2020;Jamaïque;15;1;2;6.67;13.33;80.00
19/03/2020;Jersey;0;0;0;0.00;0.00;0.00
19/03/2020;Italie;41035;3405;4440;8.30;10.82;80.88
19/03/2020;Islande;330;1;5;0.30;1.52;98.18
19/03/2020;Iraq;192;13;43;6.77;22.40;70.83
19/03/2020;Iran;18407;1284;5710;6.98;31.02;62.00
19/03/2020;Israël;677;0;11;0.00;1.62;98.38
19/03/2020;Inde;194;4;15;2.06;7.73;90.21
19/03/2020;Irlande;557;3;5;0.54;0.90;98.56
19/03/2020;Indonésie;311;25;11;8.04;3.54;88.42
19/03/2020;Hongrie;73;1;2;1.37;2.74;95.89
19/03/2020;Honduras;12;0;0;0.00;0.00;100.00
19/03/2020;Croatie;105;1;5;0.95;4.76;94.29
19/03/2020;Hong-Kong;208;4;95;1.92;45.67;52.40
19/03/2020;Guyana;7;1;0;14.29;0.00;85.71
19/03/2020;Guatemala;9;1;0;11.11;0.00;88.89
19/03/2020;Guam;0;0;0;0.00;0.00;0.00
19/03/2020;Guadeloupe;33;0;0;0.00;0.00;100.00
19/03/2020;Guinée Équatoriale;6;0;0;0.00;0.00;100.00
19/03/2020;Grèce;418;6;8;1.44;1.91;96.65
19/03/2020;Guinée;1;0;0;0.00;0.00;100.00
19/03/2020;Groenland;0;0;0;0.00;0.00;0.00
19/03/2020;Gambie;1;0;0;0.00;0.00;100.00
19/03/2020;Gibraltar;10;0;2;0.00;20.00;80.00
19/03/2020;Ghana;11;0;0;0.00;0.00;100.00
19/03/2020;Guernsey;0;0;0;0.00;0.00;0.00
19/03/2020;Géorgie;40;0;1;0.00;2.50;97.50
19/03/2020;Guyane Française;11;0;0;0.00;0.00;100.00
19/03/2020;Royaume-Uni;2706;138;65;5.10;2.40;92.50
19/03/2020;France;10995;372;12;3.38;0.11;96.51
19/03/2020;Gabon;1;0;0;0.00;0.00;100.00
19/03/2020;Îles Féroé;72;0;0;0.00;0.00;100.00
19/03/2020;Fidji;1;0;0;0.00;0.00;100.00
19/03/2020;Éthiopie;6;0;0;0.00;0.00;100.00
19/03/2020;Finlande;400;0;10;0.00;2.50;97.50
19/03/2020;Espagne;17963;830;1107;4.62;6.16;89.22
19/03/2020;Égypte;256;6;32;2.34;12.50;85.16
19/03/2020;Équateur;199;3;0;1.51;0.00;98.49
19/03/2020;Algérie;87;9;32;10.34;36.78;52.87
19/03/2020;Estonie;267;0;1;0.00;0.37;99.63
19/03/2020;République Dominicaine;34;2;0;5.88;0.00;94.12
19/03/2020;Danemark;1153;6;1;0.52;0.09;99.39
19/03/2020;Djibouti;1;0;0;0.00;0.00;100.00
19/03/2020;Allemagne;15320;44;113;0.29;0.74;98.98
19/03/2020;République Tchèque;694;0;3;0.00;0.43;99.57
19/03/2020;Chypre;67;0;0;0.00;0.00;100.00
19/03/2020;Cuba;11;1;0;9.09;0.00;90.91
19/03/2020;Costa Rica;69;1;0;1.45;0.00;98.55
19/03/2020;Colombie;102;0;1;0.00;0.98;99.02
19/03/2020;Chine;80931;3245;70430;4.01;87.02;8.97
19/03/2020;Cameroun;13;0;0;0.00;0.00;100.00
19/03/2020;Chili;238;0;0;0.00;0.00;100.00
19/03/2020;Côte d'Ivoire;9;0;1;0.00;11.11;88.89
19/03/2020;Suisse;4075;41;15;1.01;0.37;98.63
19/03/2020;Congo (Brazzaville);3;0;0;0.00;0.00;100.00
19/03/2020;République Centrafricaine;1;0;0;0.00;0.00;100.00
19/03/2020;Rép. Dém. du Congo;14;0;0;0.00;0.00;100.00
19/03/2020;Canada;800;9;9;1.13;1.13;97.75
19/03/2020;Bélarus;51;0;5;0.00;9.80;90.20
19/03/2020;Bhoutan;1;0;0;0.00;0.00;100.00
19/03/2020;Brésil;621;6;2;0.97;0.32;98.71
19/03/2020;Bahamas;3;0;0;0.00;0.00;100.00
19/03/2020;Bolivie;12;0;0;0.00;0.00;100.00
19/03/2020;Brunéi Darussalam;75;0;0;0.00;0.00;100.00
19/03/2020;Saint Barthélemy;3;0;0;0.00;0.00;100.00
19/03/2020;Bénin;2;0;0;0.00;0.00;100.00
19/03/2020;Bahreïn;278;1;100;0.36;35.97;63.67
19/03/2020;Bulgarie;94;3;0;3.19;0.00;96.81
19/03/2020;Burkina Faso;33;1;0;3.03;0.00;96.97
19/03/2020;Belgique;1795;21;31;1.17;1.73;97.10
19/03/2020;Bangladesh;17;1;3;5.88;17.65;76.47
19/03/2020;Barbade;5;0;0;0.00;0.00;100.00
19/03/2020;Azerbaïdjan;44;1;6;2.27;13.64;84.09
19/03/2020;Aruba;4;0;0;0.00;0.00;100.00
19/03/2020;Bosnie-Herzégovine;63;0;2;0.00;3.17;96.83
19/03/2020;Australie;681;6;26;0.88;3.82;95.30
19/03/2020;Autriche;2013;6;9;0.30;0.45;99.25
19/03/2020;Argentine;97;3;3;3.09;3.09;93.81
19/03/2020;Arménie;115;0;1;0.00;0.87;99.13
19/03/2020;Albanie;64;2;0;3.13;0.00;96.88
19/03/2020;Antigua-et-Barbuda;1;0;0;0.00;0.00;100.00
19/03/2020;Afghanistan;22;0;1;0.00;4.55;95.45
19/03/2020;Andorre;53;0;1;0.00;1.89;98.11
19/03/2020;Émirats Arabes Unis;140;0;31;0.00;22.14;77.86
18/03/2020;Émirats Arabes Unis;113;0;26;0.00;23.01;76.99
18/03/2020;Andorre;39;0;1;0.00;2.56;97.44
18/03/2020;Afghanistan;22;0;1;0.00;4.55;95.45
18/03/2020;Antigua-et-Barbuda;1;0;0;0.00;0.00;100.00
18/03/2020;Albanie;59;2;0;3.39;0.00;96.61
18/03/2020;Arménie;84;0;1;0.00;1.19;98.81
18/03/2020;Argentine;79;2;3;2.53;3.80;93.67
18/03/2020;Autriche;1646;4;9;0.24;0.55;99.21
18/03/2020;Australie;568;6;23;1.06;4.05;94.89
18/03/2020;Bosnie-Herzégovine;38;0;2;0.00;5.26;94.74
18/03/2020;Aruba;4;0;0;0.00;0.00;100.00
18/03/2020;Azerbaïdjan;28;1;6;3.57;21.43;75.00
18/03/2020;Barbade;2;0;0;0.00;0.00;100.00
18/03/2020;Bangladesh;14;1;3;7.14;21.43;71.43
18/03/2020;Belgique;1486;14;31;0.94;2.09;96.97
18/03/2020;Burkina Faso;20;1;0;5.00;0.00;95.00
18/03/2020;Bulgarie;92;2;0;2.17;0.00;97.83
18/03/2020;Bahreïn;256;1;88;0.39;34.38;65.23
18/03/2020;Bénin;2;0;0;0.00;0.00;100.00
18/03/2020;Saint Barthélemy;3;0;0;0.00;0.00;100.00
18/03/2020;Brunéi Darussalam;68;0;0;0.00;0.00;100.00
18/03/2020;Bolivie;12;0;0;0.00;0.00;100.00
18/03/2020;Bahamas;1;0;0;0.00;0.00;100.00
18/03/2020;Brésil;372;3;2;0.81;0.54;98.66
18/03/2020;Bhoutan;1;0;0;0.00;0.00;100.00
18/03/2020;Bélarus;51;0;5;0.00;9.80;90.20
18/03/2020;Canada;657;8;9;1.22;1.37;97.41
18/03/2020;Rép. Dém. du Congo;4;0;0;0.00;0.00;100.00
18/03/2020;République Centrafricaine;1;0;0;0.00;0.00;100.00
18/03/2020;Congo (Brazzaville);1;0;0;0.00;0.00;100.00
18/03/2020;Suisse;3028;28;15;0.92;0.50;98.58
18/03/2020;Côte d'Ivoire;6;0;1;0.00;16.67;83.33
18/03/2020;Chili;238;0;0;0.00;0.00;100.00
18/03/2020;Cameroun;10;0;0;0.00;0.00;100.00
18/03/2020;Chine;80906;3237;69653;4.00;86.09;9.91
18/03/2020;Colombie;93;0;1;0.00;1.08;98.92
18/03/2020;Costa Rica;50;0;0;0.00;0.00;100.00
18/03/2020;Cuba;7;1;0;14.29;0.00;85.71
18/03/2020;Chypre;49;0;0;0.00;0.00;100.00
18/03/2020;République Tchèque;464;0;3;0.00;0.65;99.35
18/03/2020;Allemagne;12327;28;105;0.23;0.85;98.92
18/03/2020;Djibouti;1;0;0;0.00;0.00;100.00
18/03/2020;Danemark;1057;4;1;0.38;0.09;99.53
18/03/2020;République Dominicaine;21;1;0;4.76;0.00;95.24
18/03/2020;Algérie;74;7;12;9.46;16.22;74.32
18/03/2020;Estonie;258;0;1;0.00;0.39;99.61
18/03/2020;Équateur;111;2;0;1.80;0.00;98.20
18/03/2020;Égypte;196;6;32;3.06;16.33;80.61
18/03/2020;Espagne;13910;623;1081;4.48;7.77;87.75
18/03/2020;Finlande;336;0;10;0.00;2.98;97.02
18/03/2020;Éthiopie;6;0;0;0.00;0.00;100.00
18/03/2020;Îles Féroé;58;0;0;0.00;0.00;100.00
18/03/2020;Gabon;1;0;0;0.00;0.00;100.00
18/03/2020;France;9134;264;12;2.89;0.13;96.98
18/03/2020;Royaume-Uni;2634;72;65;2.73;2.47;94.80
18/03/2020;Guyane Française;11;0;0;0.00;0.00;100.00
18/03/2020;Géorgie;38;0;1;0.00;2.63;97.37
18/03/2020;Guernsey;0;0;0;0.00;0.00;0.00
18/03/2020;Ghana;7;0;0;0.00;0.00;100.00
18/03/2020;Gibraltar;8;0;2;0.00;25.00;75.00
18/03/2020;Gambie;1;0;0;0.00;0.00;100.00
18/03/2020;Groenland;1;0;0;0.00;0.00;100.00
18/03/2020;Guinée;1;0;0;0.00;0.00;100.00
18/03/2020;Grèce;418;5;8;1.20;1.91;96.89
18/03/2020;Guinée Équatoriale;4;0;0;0.00;0.00;100.00
18/03/2020;Guadeloupe;27;0;0;0.00;0.00;100.00
18/03/2020;Guam;0;0;0;0.00;0.00;0.00
18/03/2020;Guatemala;6;1;0;16.67;0.00;83.33
18/03/2020;Guyana;7;1;0;14.29;0.00;85.71
18/03/2020;Hong-Kong;181;4;92;2.21;50.83;46.96
18/03/2020;Croatie;81;0;4;0.00;4.94;95.06
18/03/2020;Honduras;9;0;0;0.00;0.00;100.00
18/03/2020;Hongrie;58;1;2;1.72;3.45;94.83
18/03/2020;Indonésie;227;19;11;8.37;4.85;86.78
18/03/2020;Irlande;292;2;5;0.68;1.71;97.60
18/03/2020;Inde;156;3;14;1.92;8.97;89.10
18/03/2020;Israël;433;0;11;0.00;2.54;97.46
18/03/2020;Iran;17361;1135;5389;6.54;31.04;62.42
18/03/2020;Iraq;164;12;43;7.32;26.22;66.46
18/03/2020;Islande;250;1;5;0.40;2.00;97.60
18/03/2020;Italie;35713;2978;4025;8.34;11.27;80.39
18/03/2020;Jersey;0;0;0;0.00;0.00;0.00
18/03/2020;Jamaïque;13;0;2;0.00;15.38;84.62
18/03/2020;Jordanie;52;0;1;0.00;1.92;98.08
18/03/2020;Japon;889;29;144;3.26;16.20;80.54
18/03/2020;Kenya;3;0;0;0.00;0.00;100.00
18/03/2020;Kirghizistan;3;0;0;0.00;0.00;100.00
18/03/2020;Cambodge;35;0;1;0.00;2.86;97.14
18/03/2020;Corée du Sud;8413;84;1540;1.00;18.31;80.70
18/03/2020;Kazakhstan;35;0;0;0.00;0.00;100.00
18/03/2020;Koweït;142;0;15;0.00;10.56;89.44
18/03/2020;Liban;133;3;3;2.26;2.26;95.49
18/03/2020;Sainte-Lucie;2;0;0;0.00;0.00;100.00
18/03/2020;Sri Lanka;51;0;1;0.00;1.96;98.04
18/03/2020;Liechtenstein;28;0;0;0.00;0.00;100.00
18/03/2020;Libéria;2;0;0;0.00;0.00;100.00
18/03/2020;Lituanie;27;0;1;0.00;3.70;96.30
18/03/2020;Luxembourg;203;2;0;0.99;0.00;99.01
18/03/2020;Lettonie;71;0;1;0.00;1.41;98.59
18/03/2020;Maroc;49;2;1;4.08;2.04;93.88
18/03/2020;Monaco;7;0;0;0.00;0.00;100.00
18/03/2020;Moldavie;30;1;1;3.33;3.33;93.33
18/03/2020;Montenegro;1;0;0;0.00;0.00;100.00
18/03/2020;Saint Martin;3;0;0;0.00;0.00;100.00
18/03/2020;Macédoine;35;0;1;0.00;2.86;97.14
18/03/2020;Macao;15;0;10;0.00;66.67;33.33
18/03/2020;Mongolie;6;0;0;0.00;0.00;100.00
18/03/2020;Martinique;19;1;0;5.26;0.00;94.74
18/03/2020;Mauritanie;1;0;0;0.00;0.00;100.00
18/03/2020;Maurice;3;0;0;0.00;0.00;100.00
18/03/2020;Malte;38;0;2;0.00;5.26;94.74
18/03/2020;Maldives;13;0;0;0.00;0.00;100.00
18/03/2020;Mexique;93;0;4;0.00;4.30;95.70
18/03/2020;Malaisie;790;2;60;0.25;7.59;92.15
18/03/2020;Namibie;2;0;0;0.00;0.00;100.00
18/03/2020;Nigéria;8;0;1;0.00;12.50;87.50
18/03/2020;Norvège;1550;6;1;0.39;0.06;99.55
18/03/2020;Pays-Bas;2056;58;2;2.82;0.10;97.08
18/03/2020;Népal;1;0;1;0.00;100.00;0.00
18/03/2020;Nouvelle-Zélande;20;0;0;0.00;0.00;100.00
18/03/2020;Oman;39;0;12;0.00;30.77;69.23
18/03/2020;Panama;86;1;0;1.16;0.00;98.84
18/03/2020;Pérou;145;0;1;0.00;0.69;99.31
18/03/2020;Philippines;202;19;5;9.41;2.48;88.12
18/03/2020;Pologne;251;5;13;1.99;5.18;92.83
18/03/2020;Pakistan;299;0;2;0.00;0.67;99.33
18/03/2020;Porto Rico;0;0;0;0.00;0.00;0.00
18/03/2020;Portugal;448;2;3;0.45;0.67;98.88
18/03/2020;Paraguay;11;0;0;0.00;0.00;100.00
18/03/2020;Qatar;452;0;4;0.00;0.88;99.12
18/03/2020;Réunion;12;0;0;0.00;0.00;100.00
18/03/2020;Serbie;83;0;1;0.00;1.20;98.80
18/03/2020;Roumanie;260;0;19;0.00;7.31;92.69
18/03/2020;Fédération de Russie;147;0;8;0.00;5.44;94.56
18/03/2020;Arabie Saoudite;171;0;6;0.00;3.51;96.49
18/03/2020;Rwanda;8;0;0;0.00;0.00;100.00
18/03/2020;Seychelles;4;0;0;0.00;0.00;100.00
18/03/2020;Soudan;2;1;0;50.00;0.00;50.00
18/03/2020;Suède;1279;10;1;0.78;0.08;99.14
18/03/2020;Singapour;313;0;114;0.00;36.42;63.58
18/03/2020;Slovénie;275;1;0;0.36;0.00;99.64
18/03/2020;Slovaquie;105;1;0;0.95;0.00;99.05
18/03/2020;Sénégal;31;0;2;0.00;6.45;93.55
18/03/2020;Saint-Marin;119;11;4;9.24;3.36;87.39
18/03/2020;Somalie;1;0;0;0.00;0.00;100.00
18/03/2020;Suriname;1;0;0;0.00;0.00;100.00
18/03/2020;Eswatini;1;0;0;0.00;0.00;100.00
18/03/2020;Togo;1;0;0;0.00;0.00;100.00
18/03/2020;Thaïlande;212;1;42;0.47;19.81;79.72
18/03/2020;Tunisie;29;0;0;0.00;0.00;100.00
18/03/2020;Turquie;98;1;0;1.02;0.00;98.98
18/03/2020;Trinité-et-Tobago;7;0;0;0.00;0.00;100.00
18/03/2020;Tanzanie;3;0;0;0.00;0.00;100.00
18/03/2020;Taïwan;100;1;22;1.00;22.00;77.00
18/03/2020;Ukraine;14;2;0;14.29;0.00;85.71
18/03/2020;Uruguay;50;0;0;0.00;0.00;100.00
18/03/2020;États-Unis;7786;118;106;1.52;1.36;97.12
18/03/2020;Ouzbékistan;15;0;0;0.00;0.00;100.00
18/03/2020;Vatican;1;0;0;0.00;0.00;100.00
18/03/2020;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
18/03/2020;Venezuela;36;0;0;0.00;0.00;100.00
18/03/2020;Viet Nam;75;0;16;0.00;21.33;78.67
18/03/2020;Kosovo;2;0;0;0.00;0.00;100.00
18/03/2020;Mayotte;3;0;0;0.00;0.00;100.00
18/03/2020;Autres;712;7;325;0.98;45.65;53.37
18/03/2020;Afrique du Sud;116;0;0;0.00;0.00;100.00
18/03/2020;Zambie;2;0;0;0.00;0.00;100.00
17/03/2020;Afrique du Sud;62;0;0;0.00;0.00;100.00
17/03/2020;Autres;696;7;325;1.01;46.70;52.30
17/03/2020;Mayotte;1;0;0;0.00;0.00;100.00
17/03/2020;Kosovo;2;0;0;0.00;0.00;100.00
17/03/2020;Viet Nam;66;0;16;0.00;24.24;75.76
17/03/2020;Venezuela;33;0;0;0.00;0.00;100.00
17/03/2020;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
17/03/2020;Vatican;1;0;0;0.00;0.00;100.00
17/03/2020;Ouzbékistan;10;0;0;0.00;0.00;100.00
17/03/2020;États-Unis;6421;108;17;1.68;0.26;98.05
17/03/2020;Uruguay;29;0;0;0.00;0.00;100.00
17/03/2020;Ukraine;14;2;0;14.29;0.00;85.71
17/03/2020;Taïwan;77;1;22;1.30;28.57;70.13
17/03/2020;Tanzanie;1;0;0;0.00;0.00;100.00
17/03/2020;Trinité-et-Tobago;5;0;0;0.00;0.00;100.00
17/03/2020;Turquie;47;1;0;2.13;0.00;97.87
17/03/2020;Tunisie;24;0;0;0.00;0.00;100.00
17/03/2020;Thaïlande;177;1;41;0.56;23.16;76.27
17/03/2020;Togo;1;0;0;0.00;0.00;100.00
17/03/2020;Eswatini;1;0;0;0.00;0.00;100.00
17/03/2020;Suriname;1;0;0;0.00;0.00;100.00
17/03/2020;Somalie;1;0;0;0.00;0.00;100.00
17/03/2020;Saint-Marin;109;7;4;6.42;3.67;89.91
17/03/2020;Sénégal;26;0;2;0.00;7.69;92.31
17/03/2020;Slovaquie;72;0;0;0.00;0.00;100.00
17/03/2020;Slovénie;275;1;0;0.36;0.00;99.64
17/03/2020;Singapour;266;0;114;0.00;42.86;57.14
17/03/2020;Suède;1190;7;1;0.59;0.08;99.33
17/03/2020;Soudan;1;1;0;100.00;0.00;0.00
17/03/2020;Seychelles;4;0;0;0.00;0.00;100.00
17/03/2020;Rwanda;7;0;0;0.00;0.00;100.00
17/03/2020;Arabie Saoudite;171;0;6;0.00;3.51;96.49
17/03/2020;Fédération de Russie;114;0;8;0.00;7.02;92.98
17/03/2020;Roumanie;184;0;16;0.00;8.70;91.30
17/03/2020;Serbie;65;0;1;0.00;1.54;98.46
17/03/2020;Réunion;9;0;0;0.00;0.00;100.00
17/03/2020;Qatar;439;0;4;0.00;0.91;99.09
17/03/2020;Paraguay;9;0;0;0.00;0.00;100.00
17/03/2020;Portugal;448;1;3;0.22;0.67;99.11
17/03/2020;Porto Rico;0;0;0;0.00;0.00;0.00
17/03/2020;Palestine;0;0;0;0.00;0.00;0.00
17/03/2020;Pakistan;236;0;2;0.00;0.85;99.15
17/03/2020;Pologne;238;5;13;2.10;5.46;92.44
17/03/2020;Philippines;187;12;5;6.42;2.67;90.91
17/03/2020;Pérou;117;0;1;0.00;0.85;99.15
17/03/2020;Panama;69;1;0;1.45;0.00;98.55
17/03/2020;Oman;24;0;9;0.00;37.50;62.50
17/03/2020;Nouvelle-Zélande;12;0;0;0.00;0.00;100.00
17/03/2020;Népal;1;0;1;0.00;100.00;0.00
17/03/2020;Pays-Bas;1708;43;2;2.52;0.12;97.37
17/03/2020;Norvège;1463;3;1;0.21;0.07;99.73
17/03/2020;Nigéria;3;0;0;0.00;0.00;100.00
17/03/2020;Namibie;2;0;0;0.00;0.00;100.00
17/03/2020;Malaisie;673;2;49;0.30;7.28;92.42
17/03/2020;Mexique;82;0;4;0.00;4.88;95.12
17/03/2020;Maldives;13;0;0;0.00;0.00;100.00
17/03/2020;Malte;38;0;2;0.00;5.26;94.74
17/03/2020;Mauritanie;1;0;0;0.00;0.00;100.00
17/03/2020;Martinique;16;1;0;6.25;0.00;93.75
17/03/2020;Mongolie;5;0;0;0.00;0.00;100.00
17/03/2020;Macao;12;0;10;0.00;83.33;16.67
17/03/2020;Macédoine;26;0;1;0.00;3.85;96.15
17/03/2020;Saint Martin;2;0;0;0.00;0.00;100.00
17/03/2020;Montenegro;2;0;0;0.00;0.00;100.00
17/03/2020;Moldavie;30;0;1;0.00;3.33;96.67
17/03/2020;Monaco;7;0;0;0.00;0.00;100.00
17/03/2020;Maroc;38;2;1;5.26;2.63;92.11
17/03/2020;Lettonie;49;0;1;0.00;2.04;97.96
17/03/2020;Luxembourg;140;1;0;0.71;0.00;99.29
17/03/2020;Lituanie;25;0;1;0.00;4.00;96.00
17/03/2020;Libéria;1;0;0;0.00;0.00;100.00
17/03/2020;Liechtenstein;7;0;0;0.00;0.00;100.00
17/03/2020;Sri Lanka;44;0;1;0.00;2.27;97.73
17/03/2020;Sainte-Lucie;2;0;0;0.00;0.00;100.00
17/03/2020;Liban;120;3;3;2.50;2.50;95.00
17/03/2020;Koweït;130;0;9;0.00;6.92;93.08
17/03/2020;Kazakhstan;33;0;0;0.00;0.00;100.00
17/03/2020;Corée du Sud;8320;81;1407;0.97;16.91;82.12
17/03/2020;Cambodge;33;0;1;0.00;3.03;96.97
17/03/2020;Kenya;3;0;0;0.00;0.00;100.00
17/03/2020;Japon;878;29;144;3.30;16.40;80.30
17/03/2020;Jordanie;34;0;1;0.00;2.94;97.06
17/03/2020;Jamaïque;12;0;2;0.00;16.67;83.33
17/03/2020;Jersey;0;0;0;0.00;0.00;0.00
17/03/2020;Italie;31506;2503;2941;7.94;9.33;82.72
17/03/2020;Islande;220;1;0;0.45;0.00;99.55
17/03/2020;Iraq;154;11;32;7.14;20.78;72.08
17/03/2020;Iran;16169;988;5389;6.11;33.33;60.56
17/03/2020;Israël;337;0;11;0.00;3.26;96.74
17/03/2020;Inde;142;3;14;2.11;9.86;88.03
17/03/2020;Irlande;223;2;5;0.90;2.24;96.86
17/03/2020;Indonésie;172;5;8;2.91;4.65;92.44
17/03/2020;Hongrie;50;1;2;2.00;4.00;94.00
17/03/2020;Honduras;8;0;0;0.00;0.00;100.00
17/03/2020;Croatie;65;0;4;0.00;6.15;93.85
17/03/2020;Hong-Kong;162;4;88;2.47;54.32;43.21
17/03/2020;Guyana;7;1;0;14.29;0.00;85.71
17/03/2020;Guatemala;6;1;0;16.67;0.00;83.33
17/03/2020;Guam;3;0;0;0.00;0.00;100.00
17/03/2020;Guadeloupe;18;0;0;0.00;0.00;100.00
17/03/2020;Guinée Équatoriale;1;0;0;0.00;0.00;100.00
17/03/2020;Grèce;387;5;8;1.29;2.07;96.64
17/03/2020;Guinée;1;0;0;0.00;0.00;100.00
17/03/2020;Groenland;1;0;0;0.00;0.00;100.00
17/03/2020;Gambie;1;0;0;0.00;0.00;100.00
17/03/2020;Gibraltar;3;0;1;0.00;33.33;66.67
17/03/2020;Ghana;7;0;0;0.00;0.00;100.00
17/03/2020;Guernsey;0;0;0;0.00;0.00;0.00
17/03/2020;Géorgie;34;0;1;0.00;2.94;97.06
17/03/2020;Guyane Française;11;0;0;0.00;0.00;100.00
17/03/2020;Royaume-Uni;1957;56;52;2.86;2.66;94.48
17/03/2020;France;7730;175;12;2.26;0.16;97.58
17/03/2020;Gabon;1;0;0;0.00;0.00;100.00
17/03/2020;Îles Féroé;47;0;0;0.00;0.00;100.00
17/03/2020;Éthiopie;5;0;0;0.00;0.00;100.00
17/03/2020;Finlande;321;0;10;0.00;3.12;96.88
17/03/2020;Espagne;11748;533;1028;4.54;8.75;86.71
17/03/2020;Égypte;196;4;32;2.04;16.33;81.63
17/03/2020;Équateur;58;2;0;3.45;0.00;96.55
17/03/2020;Estonie;225;0;1;0.00;0.44;99.56
17/03/2020;Algérie;60;4;12;6.67;20.00;73.33
17/03/2020;République Dominicaine;21;1;0;4.76;0.00;95.24
